1656,10-05-2016,12,13,15,40,47,52,53,54,60,62,68,69,70,71,75,80,81,85,91,00
1655,06-05-2016,03,07,10,14,15,16,19,22,34,37,39,42,49,51,53,60,76,82,84,98
1654,03-05-2016,03,08,09,14,17,28,29,30,31,32,39,52,60,63,69,77,82,88,94,00
1653,29-04-2016,05,10,18,24,27,33,34,42,44,47,48,58,71,79,80,81,86,93,96,98
1652,23-04-2016,01,05,08,11,13,14,19,36,39,45,54,65,71,74,77,83,90,91,92,98
1651,20-04-2016,02,04,17,26,49,50,55,59,62,65,67,68,69,70,76,81,84,86,89,95
1650,16-04-2016,01,04,10,13,17,40,43,45,50,56,59,60,63,67,70,76,78,84,89,92
1649,13-04-2016,03,06,07,12,17,19,22,23,26,27,50,51,56,63,70,74,76,79,90,99
1648,09-04-2016,09,20,21,22,33,36,38,41,42,53,56,57,60,61,68,74,88,95,96,97
1647,06-04-2016,03,06,10,20,25,28,34,44,46,52,56,57,67,71,78,86,89,91,98,00
1646,02-04-2016,02,09,15,16,23,24,25,30,34,38,41,46,55,58,66,68,83,96,97,98
1645,30-03-2016,04,08,12,13,22,23,28,35,41,46,67,70,75,79,83,84,87,88,92,97
1644,26-03-2016,04,06,21,27,29,30,41,46,56,58,61,65,66,76,81,82,83,87,89,98
1643,19-03-2016,10,15,21,25,30,34,35,45,46,51,56,59,60,63,64,75,76,81,97,00
1642,16-03-2016,06,16,20,26,29,34,37,39,53,60,64,66,72,75,76,80,83,92,94,98
1641,12-03-2016,10,17,21,26,29,30,34,38,42,50,52,55,58,66,70,71,87,92,96,99
1640,09-03-2016,01,19,24,35,38,41,45,48,49,55,65,66,74,82,87,91,92,93,97,99
1639,05-03-2016,02,03,05,10,22,23,28,33,38,42,54,60,63,75,76,77,78,86,88,98
1638,02-03-2016,01,04,11,20,26,30,38,40,49,51,65,66,68,73,79,80,86,87,91,97
1637,27-02-2016,01,05,10,11,13,15,36,37,48,49,52,59,64,65,66,67,70,76,88,98
1636,24-02-2016,03,07,09,12,16,20,25,31,32,40,42,51,52,55,66,70,72,77,85,92
1635,20-02-2016,09,16,23,27,28,29,30,34,39,45,48,57,60,68,72,73,77,83,84,91
1634,17-02-2016,02,24,26,29,30,31,40,44,45,50,54,61,65,67,69,74,75,81,93,99
1633,13-02-2016,01,02,07,14,21,25,26,38,43,46,51,56,61,72,77,84,88,89,92,96
1632,10-02-2016,05,09,18,26,32,38,39,47,52,59,62,63,65,67,72,79,81,82,88,99
1631,06-02-2016,08,13,15,16,18,21,26,34,35,42,43,48,49,50,53,58,65,84,91,96
1630,03-02-2016,02,08,17,19,21,30,31,35,36,39,43,44,46,56,59,69,79,82,88,95
1629,30-01-2016,07,12,19,20,23,24,29,49,53,55,57,67,68,71,73,74,80,88,97,99
1628,27-01-2016,02,08,24,26,28,29,47,56,57,62,66,67,71,72,74,76,77,82,84,91
1627,23-01-2016,02,10,14,20,27,37,42,59,61,62,64,72,73,79,87,90,94,96,99,00
1626,20-01-2016,07,13,15,17,23,28,31,34,41,42,50,59,61,64,67,70,81,88,90,93
1625,16-01-2016,12,16,19,25,31,32,35,36,43,45,54,57,61,62,75,82,92,95,97,00
1624,13-01-2016,01,02,28,33,39,50,53,55,58,64,66,70,72,74,76,79,85,89,92,98
1623,09-01-2016,04,12,13,14,15,29,45,46,59,60,63,65,75,83,85,92,94,96,97,99
1622,06-01-2016,08,12,13,16,17,24,40,47,48,54,63,73,75,78,82,88,89,90,95,98
1621,02-01-2016,05,11,15,23,25,27,28,29,31,32,33,45,53,71,84,87,88,90,92,93
1620,30-12-2015,02,04,09,11,14,16,21,32,33,39,54,55,67,75,76,77,78,79,94,95
1619,26-12-2015,01,02,05,09,10,21,29,32,34,35,36,43,55,58,66,77,78,82,88,96
1618,23-12-2015,11,14,20,26,28,36,39,41,59,61,67,73,76,77,89,92,93,97,99,00
1617,19-12-2015,06,09,14,16,19,25,26,32,34,40,50,51,67,77,81,82,86,88,95,98
1616,16-12-2015,12,21,25,32,36,37,40,45,49,51,58,61,66,72,75,76,77,80,85,96
1615,12-12-2015,02,04,05,10,13,23,24,25,30,46,53,68,72,74,81,82,87,88,89,93
1613,05-12-2015,03,12,17,23,32,36,45,48,56,65,72,73,74,75,78,80,84,90,91,97
1612,02-12-2015,02,03,05,06,14,19,28,31,32,36,40,50,60,74,77,78,84,92,94,97
1611,28-11-2015,01,02,05,11,13,21,22,28,30,45,46,48,54,64,71,80,89,96,97,00
1610,25-11-2015,08,10,29,41,44,48,49,53,54,56,62,63,64,68,72,73,79,81,88,97
1609,21-11-2015,09,10,16,22,23,28,35,38,39,54,55,58,62,63,66,79,85,91,92,94
1608,18-11-2015,03,08,13,21,23,24,26,31,53,60,61,72,73,80,84,85,92,95,96,97
1607,14-11-2015,10,11,12,14,17,30,31,34,36,42,47,52,54,58,65,69,71,75,96,99
1606,11-11-2015,02,05,12,13,23,29,33,38,43,52,54,58,60,61,65,70,85,86,97,98
1605,07-11-2015,03,15,18,24,31,32,35,37,39,40,45,48,52,54,55,57,58,59,60,96
1604,04-11-2015,03,10,14,21,23,26,28,30,31,34,39,40,54,63,71,74,78,81,84,92
1603,31-10-2015,20,24,30,32,34,37,42,52,53,62,66,69,76,80,81,86,88,91,93,96
1602,28-10-2015,18,19,24,32,34,35,37,41,47,61,62,66,72,77,79,88,93,95,97,99
1601,24-10-2015,03,10,20,22,25,32,33,38,40,41,50,51,56,58,63,74,75,78,93,95
1600,21-10-2015,02,05,13,14,26,33,42,50,58,59,65,67,70,73,74,77,84,94,95,98
1599,17-10-2015,04,08,15,19,20,24,25,27,31,38,49,50,62,64,69,77,78,80,83,88
1598,14-10-2015,26,31,37,52,53,54,55,58,59,70,72,76,78,82,83,85,89,92,95,98
1597,10-10-2015,04,07,10,18,26,34,37,40,41,43,53,56,58,59,79,80,82,83,90,92
1596,07-10-2015,09,14,16,20,35,36,44,50,52,57,66,69,70,74,78,84,86,87,94,00
1595,03-10-2015,02,04,06,10,15,19,20,28,31,40,41,43,52,60,63,68,70,76,80,87
1594,30-09-2015,01,04,09,11,15,19,21,27,32,53,56,62,64,65,66,69,71,73,83,89
1593,26-09-2015,10,12,18,21,32,36,37,45,46,60,62,65,66,70,71,73,77,83,88,98
1592,23-09-2015,02,06,08,18,33,36,42,44,47,48,49,51,56,61,66,71,77,79,83,98
1591,19-09-2015,01,05,06,22,27,37,44,50,53,56,64,65,69,72,83,85,92,93,97,99
1590,16-09-2015,04,11,15,16,19,23,25,29,31,41,42,62,64,66,73,81,84,91,96,97
1589,12-09-2015,12,19,24,25,40,42,54,56,60,62,66,69,82,83,86,87,88,93,97,98
1588,09-09-2015,04,08,21,26,29,38,41,44,54,55,56,59,62,70,78,81,82,94,95,96
1587,05-09-2015,06,19,26,28,34,35,37,39,42,52,53,54,62,65,69,71,72,74,79,85
1586,02-09-2015,09,14,18,24,27,31,32,33,34,43,44,48,52,59,66,68,75,78,86,88
1585,29-08-2015,04,09,15,34,41,48,49,51,58,61,63,65,67,74,82,86,90,93,95,99
1584,26-08-2015,08,17,18,37,40,41,45,49,54,57,65,66,72,74,78,83,86,87,90,91
1583,22-08-2015,11,12,13,16,18,22,41,43,44,47,53,58,59,62,63,64,78,79,87,96
1582,19-08-2015,06,18,20,22,23,28,34,35,42,53,64,65,68,70,73,75,78,84,86,93
1581,15-08-2015,02,11,12,18,19,37,39,41,50,53,60,67,75,77,80,82,84,89,92,93
1580,12-08-2015,01,02,05,09,18,23,42,45,47,50,53,56,62,69,78,82,91,93,94,97
1579,08-08-2015,05,06,07,21,23,24,25,34,35,36,41,42,55,62,65,68,73,81,82,83
1578,05-08-2015,06,09,12,17,18,40,54,56,63,66,67,69,71,73,76,82,84,88,93,99
1577,01-08-2015,01,08,09,11,12,16,17,20,22,26,27,29,38,43,55,63,77,84,93,97
1576,29-07-2015,03,20,22,23,26,27,30,36,39,40,46,47,66,67,83,84,87,95,98,99
1575,25-07-2015,05,12,13,14,17,22,44,45,47,56,57,60,66,67,75,81,88,89,91,95
1574,22-07-2015,04,11,18,19,21,35,40,44,47,51,52,62,69,70,71,76,77,82,88,91
1573,18-07-2015,20,25,27,28,32,39,41,42,48,49,63,66,69,80,81,85,88,91,93,96
1572,15-07-2015,02,12,15,18,22,32,34,36,55,56,58,60,61,65,72,77,83,86,89,99
1571,11-07-2015,01,03,06,07,13,14,17,23,27,33,36,38,42,54,68,71,73,77,91,00
1570,08-07-2015,06,11,16,18,21,22,28,30,33,39,44,46,47,59,75,78,80,95,96,00
1569,04-07-2015,02,07,13,15,30,33,42,48,49,56,62,65,66,71,73,75,77,79,85,93
1568,01-07-2015,02,06,11,15,17,18,20,29,36,45,47,55,57,68,70,80,85,90,93,94
1567,27-06-2015,05,08,16,17,23,28,29,42,46,53,63,64,73,74,77,85,86,87,89,93
1566,24-06-2015,05,10,23,24,25,27,28,41,51,56,61,65,71,73,76,80,83,88,91,98
1565,20-06-2015,10,14,16,17,24,30,35,42,46,49,51,53,58,68,72,73,74,91,99,00
1564,17-06-2015,09,16,24,25,31,38,41,50,55,60,66,68,69,71,81,89,91,95,98,99
1563,13-06-2015,04,15,19,26,27,32,38,41,56,57,62,71,75,76,81,85,88,96,97,99
1562,10-06-2015,02,07,16,17,21,26,33,50,54,57,63,64,71,72,74,79,84,85,92,97
1561,06-06-2015,05,26,30,32,36,39,51,54,56,57,61,65,68,70,76,78,85,93,97,98
1560,03-06-2015,04,06,08,17,23,26,30,35,37,47,49,52,53,56,61,65,74,75,77,94
1559,30-05-2015,07,09,11,16,17,23,24,28,34,36,48,49,63,70,72,73,82,84,87,91
1558,27-05-2015,04,14,15,21,25,28,29,31,49,53,55,56,62,67,70,71,80,83,85,92
1557,23-05-2015,02,06,08,13,17,23,29,33,36,40,42,47,49,57,67,75,80,91,95,00
1556,20-05-2015,13,27,28,30,34,39,41,47,48,51,54,57,67,74,75,83,84,93,96,99
1555,16-05-2015,04,08,16,19,26,34,36,37,42,43,62,64,65,76,83,84,86,96,97,00
1554,13-05-2015,03,06,08,11,16,32,36,42,43,48,65,68,75,78,79,87,89,92,94,00
1553,09-05-2015,03,06,11,12,20,21,24,30,31,35,51,53,58,66,69,71,83,88,91,92
1552,06-05-2015,01,03,04,07,09,18,31,39,47,53,56,71,73,74,77,81,92,95,97,00
1551,02-05-2015,02,15,16,21,23,26,27,31,35,40,46,48,56,58,69,83,87,90,96,98
1550,29-04-2015,06,15,16,20,21,22,34,43,44,57,62,67,69,73,77,84,85,86,91,93
1549,25-04-2015,03,06,14,21,37,46,49,56,59,60,63,64,66,74,78,79,84,92,94,95
1548,22-04-2015,01,06,08,17,24,26,27,29,57,63,64,69,75,80,81,86,87,93,95,99
1547,18-04-2015,04,09,24,32,39,41,44,45,46,52,54,61,63,64,66,71,85,90,91,97
1546,15-04-2015,04,08,09,17,19,25,27,35,39,43,47,51,56,61,62,73,74,75,77,87
1545,11-04-2015,02,03,05,08,18,26,30,33,37,41,42,44,52,54,61,64,71,79,85,90
1544,08-04-2015,03,10,13,19,25,32,38,40,48,49,53,56,70,72,81,86,91,93,97,99
1543,04-04-2015,10,12,13,15,16,17,21,22,27,39,40,61,67,68,72,75,85,88,92,97
1542,28-03-2015,23,26,28,30,38,43,45,47,54,55,57,59,64,74,76,77,78,83,88,91
1541,25-03-2015,02,07,17,18,28,35,46,47,50,55,59,63,64,65,69,71,74,85,86,90
1540,21-03-2015,02,07,19,25,28,34,49,54,56,58,59,66,67,72,73,85,91,93,98,99
1539,18-03-2015,04,12,16,17,25,29,32,34,42,48,53,59,60,63,69,74,76,80,95,99
1538,14-03-2015,02,03,07,09,11,15,16,18,34,50,57,63,68,74,83,85,86,87,94,96
1537,11-03-2015,07,10,16,22,24,32,35,40,45,46,58,63,65,66,71,72,83,86,92,97
1536,07-03-2015,01,04,12,15,16,17,23,28,29,30,32,34,43,45,50,52,61,63,85,00
1535,04-03-2015,01,08,19,30,35,37,38,48,50,59,61,65,68,69,71,74,76,84,97,00
1534,28-02-2015,03,04,06,13,14,20,35,39,40,42,45,48,70,72,76,80,81,87,94,00
1533,25-02-2015,08,10,25,34,36,38,53,54,55,56,58,69,76,81,84,85,86,88,98,99
1532,21-02-2015,05,08,14,16,17,21,27,38,49,50,51,54,57,61,66,75,77,83,92,94
1531,18-02-2015,13,14,15,25,26,27,35,39,50,51,52,61,65,69,70,72,75,77,92,94
1530,14-02-2015,07,13,15,17,32,41,43,45,48,51,53,54,61,63,66,72,79,84,88,00
1529,11-02-2015,02,03,06,08,09,15,20,26,34,49,54,55,63,64,67,74,76,82,87,98
1528,07-02-2015,07,11,17,41,46,48,50,52,56,60,61,62,69,71,78,79,81,82,92,94
1527,04-02-2015,01,04,08,10,18,23,24,26,37,39,40,47,72,81,84,89,93,94,96,99
1526,31-01-2015,03,06,07,17,18,23,25,26,38,50,51,62,66,70,78,82,86,88,90,98
1525,28-01-2015,07,15,23,24,26,29,30,43,49,53,54,61,63,67,68,78,80,85,93,94
1524,24-01-2015,02,07,08,14,16,21,22,26,30,32,36,42,48,59,72,82,87,90,93,95
1523,21-01-2015,04,10,12,18,24,28,36,39,42,43,47,49,50,54,64,67,81,86,98,00
1522,17-01-2015,01,03,11,18,19,35,44,54,59,60,64,68,70,71,76,77,79,80,84,96
1521,14-01-2015,01,02,06,08,19,20,21,28,38,41,46,51,55,57,68,81,87,91,92,97
1520,10-01-2015,05,06,07,12,15,20,30,33,37,57,58,60,64,67,72,82,87,88,95,96
1519,07-01-2015,03,06,13,19,32,37,42,44,45,50,51,56,64,69,70,73,75,82,84,99
1518,03-01-2015,02,05,10,14,19,20,22,23,38,40,49,51,53,54,56,75,79,82,85,93
1517,31-12-2014,02,05,08,09,10,12,28,34,43,46,47,51,54,63,67,76,80,85,89,99
1516,27-12-2014,01,09,12,13,20,28,29,34,39,52,54,63,72,79,89,90,93,95,99,00
1515,24-12-2014,17,18,25,26,29,31,33,36,40,45,46,47,52,56,65,66,68,71,80,83
1514,20-12-2014,09,10,14,29,31,37,43,51,55,60,62,68,69,73,80,82,85,86,87,88
1513,17-12-2014,06,07,14,15,16,18,20,21,29,31,33,37,44,49,58,68,72,84,90,00
1512,13-12-2014,09,10,11,22,26,38,45,48,49,57,60,67,69,70,73,74,84,85,86,97
1511,10-12-2014,01,04,05,06,16,19,42,43,47,56,63,65,67,73,82,85,87,88,91,00
1510,06-12-2014,04,06,30,31,35,40,41,48,51,53,63,66,67,69,70,74,75,85,89,00
1509,03-12-2014,01,02,04,06,16,19,29,30,40,51,54,57,58,67,72,75,79,83,93,96
1508,29-11-2014,01,05,23,28,39,41,47,58,63,66,69,72,74,80,87,88,89,93,95,99
1507,26-11-2014,05,07,09,16,26,29,40,45,47,52,60,64,65,73,81,87,92,94,96,99
1506,22-11-2014,03,16,22,28,31,32,34,46,49,51,53,54,57,67,71,75,85,90,97,99
1505,19-11-2014,01,15,17,22,26,28,29,33,45,46,49,50,51,58,71,73,75,85,92,96
1504,14-11-2014,08,16,18,22,39,49,58,60,61,64,65,66,69,70,75,79,84,91,96,98
1503,12-11-2014,06,07,09,19,25,28,29,33,37,38,46,47,49,51,58,66,67,80,92,96
1502,08-11-2014,06,18,21,22,26,29,40,49,54,60,61,65,66,74,75,82,84,87,94,95
1501,05-11-2014,15,17,21,26,33,35,39,42,46,51,54,55,59,62,69,70,92,94,98,99
1500,01-11-2014,01,10,12,15,18,25,26,31,44,59,63,64,69,70,71,81,87,92,93,99
1499,29-10-2014,12,15,22,23,28,30,35,43,45,51,58,60,64,69,70,71,76,84,91,93
1498,25-10-2014,01,02,09,14,16,18,19,25,27,33,34,46,52,56,57,60,78,82,83,00
1497,22-10-2014,09,15,19,21,26,30,44,49,50,51,54,56,63,69,76,81,83,91,93,00
1496,18-10-2014,03,05,11,12,16,17,22,24,31,32,37,57,60,61,77,81,84,85,86,95
1495,15-10-2014,01,20,27,34,35,36,43,45,54,55,58,67,70,71,81,83,87,89,95,00
1494,11-10-2014,02,09,10,16,20,27,35,36,44,49,55,60,61,82,86,88,93,94,98,99
1493,08-10-2014,01,09,13,16,19,28,33,34,39,40,47,48,53,56,63,65,69,73,78,98
1492,04-10-2014,04,23,28,30,31,36,37,38,41,42,44,46,50,53,54,58,70,78,89,95
1491,01-10-2014,03,07,11,14,21,28,37,41,49,50,54,58,69,73,77,78,80,87,88,90
1490,27-09-2014,10,14,19,21,23,28,29,35,41,58,62,64,72,76,77,78,82,85,96,98
1489,24-09-2014,05,07,08,12,14,18,30,47,49,60,62,65,66,73,80,83,87,89,94,97
1488,20-09-2014,02,04,07,08,09,24,29,44,46,47,51,63,64,66,70,81,84,87,90,92
1487,17-09-2014,11,12,14,18,20,26,29,30,35,40,46,54,65,67,69,74,77,78,86,87
1495,15-10-2014,01,20,27,34,35,36,43,45,54,55,58,67,70,71,81,83,87,89,95,00
1494,11-10-2014,02,09,10,16,20,27,35,36,44,49,55,60,61,82,86,88,93,94,98,99
1493,08-10-2014,01,09,13,16,19,28,33,34,39,40,47,48,53,56,63,65,69,73,78,98
1492,04-10-2014,04,23,28,30,31,36,37,38,41,42,44,46,50,53,54,58,70,78,89,95
1491,01-10-2014,03,07,11,14,21,28,37,41,49,50,54,58,69,73,77,78,80,87,88,90
1490,27-09-2014,10,14,19,21,23,28,29,35,41,58,62,64,72,76,77,78,82,85,96,98
1489,24-09-2014,05,07,08,12,14,18,30,47,49,60,62,65,66,73,80,83,87,89,94,97
1488,20-09-2014,02,04,07,08,09,24,29,44,46,47,51,63,64,66,70,81,84,87,90,92
1487,17-09-2014,11,12,14,18,20,26,29,30,35,40,46,54,65,67,69,74,77,78,86,87
1495,15-10-2014,01,20,27,34,35,36,43,45,54,55,58,67,70,71,81,83,87,89,95,00
1494,11-10-2014,02,09,10,16,20,27,35,36,44,49,55,60,61,82,86,88,93,94,98,99
1493,08-10-2014,01,09,13,16,19,28,33,34,39,40,47,48,53,56,63,65,69,73,78,98
1492,04-10-2014,04,23,28,30,31,36,37,38,41,42,44,46,50,53,54,58,70,78,89,95
1491,01-10-2014,03,07,11,14,21,28,37,41,49,50,54,58,69,73,77,78,80,87,88,90
1490,27-09-2014,10,14,19,21,23,28,29,35,41,58,62,64,72,76,77,78,82,85,96,98
1489,24-09-2014,05,07,08,12,14,18,30,47,49,60,62,65,66,73,80,83,87,89,94,97
1488,20-09-2014,02,04,07,08,09,24,29,44,46,47,51,63,64,66,70,81,84,87,90,92
1487,17-09-2014,11,12,14,18,20,26,29,30,35,40,46,54,65,67,69,74,77,78,86,87
1486,13-09-2014,06,19,29,32,35,37,39,45,47,55,57,64,71,73,76,83,91,95,96,00
1485,10-09-2014,10,25,29,31,37,43,47,51,53,55,60,64,80,84,88,92,94,95,99,00
1484,06-09-2014,01,06,14,15,36,39,40,43,46,50,52,55,57,61,64,65,77,78,79,87
1483,03-09-2014,04,05,07,27,31,32,35,45,52,53,56,59,60,61,63,71,82,85,86,97
1482,30-08-2014,09,13,21,32,33,36,52,57,60,61,64,66,70,73,77,88,89,90,97,00
1481,27-08-2014,04,08,09,11,16,19,21,31,40,46,48,50,55,59,62,64,66,70,80,99
1480,23-08-2014,01,04,05,08,13,14,17,22,26,43,54,59,60,62,66,77,87,96,97,00
1479,20-08-2014,03,07,10,12,15,20,28,30,34,35,43,51,60,61,69,71,72,80,85,99
1478,16-08-2014,02,05,15,17,40,48,49,52,62,63,68,71,78,81,83,88,94,97,98,00
1477,13-08-2014,06,16,17,18,21,24,27,42,43,52,57,59,61,63,67,71,75,80,90,92
1476,09-08-2014,05,07,17,19,23,30,35,36,37,44,46,49,70,74,87,88,90,95,99,00
1475,06-08-2014,01,06,07,15,25,30,34,38,41,45,49,58,60,62,75,78,84,91,93,98
1474,02-08-2014,04,14,16,17,20,22,26,30,36,39,47,51,52,54,57,59,64,70,71,92
1473,30-07-2014,05,06,08,09,12,21,24,25,40,53,56,64,70,73,79,84,87,92,94,96
1472,26-07-2014,03,06,08,10,12,21,30,31,37,41,43,64,65,67,68,72,76,81,86,00
1471,23-07-2014,02,04,10,13,23,27,39,41,47,49,54,57,60,63,64,65,66,71,83,87
1470,19-07-2014,10,13,17,18,22,30,31,32,43,45,46,65,73,74,82,85,87,97,99,00
1469,16-07-2014,01,08,11,15,18,19,21,26,30,38,42,45,54,56,63,73,76,87,92,95
1468,12-07-2014,02,05,08,11,14,30,35,36,37,38,49,50,54,60,62,69,74,80,87,88
1467,09-07-2014,02,03,12,20,25,33,34,41,43,45,48,53,64,67,77,78,80,85,86,88
1466,05-07-2014,04,09,14,16,20,21,28,35,41,44,50,67,76,77,82,84,85,86,90,98
1465,02-07-2014,01,10,11,15,18,32,34,37,40,42,44,46,54,61,62,79,83,91,92,93
1464,28-06-2014,02,03,04,05,09,16,17,35,36,38,40,51,55,56,59,60,78,82,83,85
1463,25-06-2014,05,19,20,25,31,34,36,43,46,47,57,62,66,73,76,77,82,91,92,00
1462,21-06-2014,02,16,19,34,44,45,48,58,60,61,63,64,65,71,77,80,91,92,97,00
1461,18-06-2014,01,02,06,08,13,17,21,22,23,27,34,44,50,57,61,68,74,77,95,99
1460,14-06-2014,02,04,07,19,31,34,37,45,54,57,60,66,69,84,85,86,87,90,93,95
1459,11-06-2014,04,16,17,20,22,31,33,37,38,41,45,47,48,58,62,75,78,80,81,95
1458,07-06-2014,02,08,13,17,20,29,32,35,43,46,47,49,50,55,71,75,85,90,92,00
1457,04-06-2014,04,05,15,23,28,34,36,39,40,47,61,70,73,77,83,89,90,91,92,97
1456,31-05-2014,03,04,06,09,10,13,32,37,38,40,45,61,65,68,69,71,72,79,82,86
1455,28-05-2014,03,04,07,17,25,26,30,37,38,44,48,49,52,53,54,71,72,82,91,96
1455,28-05-2014,03,04,07,17,25,26,30,37,38,44,48,49,52,53,54,71,72,82,91,96
1454,24-05-2014,07,30,34,35,43,51,57,66,67,68,73,77,79,83,89,90,95,97,99,00
1453,21-05-2014,07,08,09,14,15,26,32,43,44,45,49,56,58,63,69,75,78,79,82,85
1452,17-05-2014,03,08,09,11,19,20,28,35,40,48,49,56,59,69,70,84,85,90,94,95
1451,14-05-2014,06,13,18,22,26,39,43,47,48,51,58,61,65,75,77,79,86,89,92,96
1450,10-05-2014,01,02,06,08,11,20,29,32,36,47,51,61,66,72,74,79,82,88,92,96
1449,07-05-2014,02,03,06,07,11,17,21,26,31,40,44,47,49,57,67,69,70,77,82,86
1448,03-05-2014,03,09,15,17,18,28,40,42,43,49,53,55,58,68,69,83,84,89,95,97
1447,30-04-2014,01,08,13,14,18,28,30,33,42,53,55,57,61,64,80,84,86,94,99,00
1446,26-04-2014,01,04,08,13,16,21,22,27,39,42,43,44,46,55,62,68,70,76,86,92
1445,23-04-2014,11,12,18,20,34,41,48,49,51,52,54,73,75,84,86,90,94,95,96,97
1444,19-04-2014,03,05,12,16,23,24,27,33,35,41,46,62,81,83,85,87,89,91,98,99
1443,12-04-2014,22,28,29,36,47,51,57,58,59,60,68,69,71,80,83,86,91,93,94,96
1442,09-04-2014,03,20,28,30,32,34,35,39,45,53,56,64,65,70,77,85,89,91,92,00
1441,05-04-2014,06,12,13,16,18,19,20,27,31,41,42,48,49,61,69,78,86,90,93,96
1440,02-04-2014,11,19,29,32,35,37,43,52,55,59,66,72,76,80,86,89,91,92,93,96
1439,29-03-2014,03,04,05,09,14,19,23,24,27,28,36,51,55,58,68,74,76,79,92,98
1438,26-03-2014,09,16,17,38,41,48,49,51,53,54,66,68,70,73,75,76,78,79,94,96
1437,22-03-2014,08,09,11,16,17,19,23,37,38,39,49,51,59,61,69,77,86,90,93,97
1436,19-03-2014,02,09,14,23,26,31,32,33,37,44,49,59,65,74,78,80,83,86,89,00
1435,15-03-2014,05,10,12,15,16,17,18,34,42,45,46,47,49,55,65,75,81,95,98,00
1434,12-03-2014,13,14,20,25,33,40,47,51,53,55,56,58,66,69,71,72,79,97,98,99
1433,08-03-2014,07,11,15,20,23,25,31,34,36,41,42,48,62,71,76,77,82,85,86,91
1432,05-03-2014,02,04,05,09,27,28,29,34,38,39,40,41,42,49,52,56,57,67,77,94
1431,01-03-2014,09,10,13,14,20,22,26,34,36,39,41,47,55,58,59,69,83,92,97,00
1430,26-02-2014,09,11,13,19,23,26,28,37,40,51,55,68,72,75,80,85,86,92,94,00
1429,22-02-2014,01,04,08,14,17,19,27,35,36,39,41,44,59,64,66,68,70,77,89,93
1428,19-02-2014,04,14,23,24,29,31,35,45,48,53,59,62,69,71,72,74,80,88,96,00
1427,15-02-2014,07,11,12,16,25,29,34,40,41,54,63,64,67,70,71,83,88,93,94,96
1426,12-02-2014,02,05,16,18,20,21,24,30,36,37,40,52,55,58,61,68,75,80,91,00
1425,08-02-2014,04,07,10,11,12,27,28,33,37,38,45,47,56,61,62,82,83,84,90,00
1425,08-02-2014,04,07,10,11,12,27,28,33,37,38,45,47,56,61,62,82,83,84,90,00
1424,05-02-2014,09,15,16,17,21,28,49,61,64,67,76,80,86,87,88,91,92,93,94,96
1423,01-02-2014,05,06,09,12,17,23,24,27,30,36,40,46,61,66,77,79,81,89,90,94
1422,29-01-2014,03,10,15,16,23,29,30,33,37,40,46,52,57,67,68,70,73,84,91,94
1421,25-01-2014,05,07,13,16,18,19,21,22,29,31,37,52,55,57,65,66,71,73,90,95
1420,22-01-2014,12,17,23,26,27,34,35,36,39,59,60,67,68,70,73,77,79,92,93,96
1419,18-01-2014,05,07,08,10,18,19,21,31,32,36,39,42,45,64,71,78,80,86,97,98
1418,15-01-2014,11,16,19,22,31,37,41,44,48,55,60,66,72,73,76,83,85,92,95,98
1417,11-01-2014,03,14,16,17,24,25,34,35,37,40,46,54,55,56,62,70,71,74,76,85
1416,09-01-2014,12,15,22,31,33,37,40,42,45,46,53,57,67,73,82,83,85,88,95,99
1415,04-01-2014,01,04,06,07,09,10,18,21,22,33,40,46,52,61,62,69,75,84,87,95
1414,31-12-2013,29,36,39,41,43,45,54,58,59,60,66,70,75,76,81,83,86,94,95,98
1413,28-12-2013,08,13,21,24,35,37,39,43,47,48,53,58,60,76,81,83,87,90,94,97
1412,26-12-2013,12,13,19,20,21,23,30,33,35,36,37,48,58,62,66,67,76,83,88,00
1411,21-12-2013,05,06,09,15,23,25,27,36,43,45,47,51,55,59,69,83,89,94,97,00
1410,18-12-2013,10,11,13,14,21,22,25,38,39,41,48,54,55,56,60,69,72,73,76,85
1409,14-12-2013,04,15,25,26,34,44,58,63,69,72,73,78,79,83,84,86,87,89,92,93
1408,11-12-2013,05,09,20,23,32,33,43,46,48,50,51,52,57,72,74,78,85,88,89,95
1407,07-12-2013,06,14,17,24,26,40,51,54,56,68,70,73,75,78,83,84,85,86,90,93
1406,04-12-2013,02,09,17,21,25,27,29,32,38,43,60,67,69,70,79,82,84,87,94,97
1405,30-11-2013,04,06,15,24,25,35,38,41,42,50,55,58,65,71,80,87,89,96,97,00
1404,27-11-2013,04,09,15,23,24,29,30,33,40,43,44,46,49,51,54,71,73,84,86,95
1403,23-11-2013,02,07,14,16,20,25,27,30,31,35,36,40,42,46,51,65,68,72,82,98
1402,20-11-2013,06,13,15,16,20,29,34,37,38,47,49,58,61,66,67,80,82,85,86,93
1401,16-11-2013,01,04,10,13,15,16,21,22,23,29,30,35,49,64,72,77,79,80,88,90
1400,13-11-2013,05,09,11,17,20,26,29,33,34,39,58,62,64,66,70,74,77,85,91,99
1399,09-11-2013,05,15,18,20,22,24,33,40,44,45,48,56,57,60,65,69,70,73,80,83
1398,06-11-2013,11,16,22,25,29,30,31,36,37,38,42,43,53,65,78,79,81,87,90,91
1397,01-11-2013,03,05,13,24,26,28,31,33,50,53,55,56,66,67,73,76,82,84,88,90
1396,30-10-2013,04,09,18,24,25,36,39,47,50,52,54,56,63,70,74,79,80,82,83,87
